Username,comment,sentimen,label_int,skor,alasan
Bambang santosa,"sekarang foto bisa di edit menjadi video, dan bisa juga dibuat seolah-olah bisa berbicara sesuai yang kita inginkan,",neutral,1,0.0,(tidak ada sinyal sentimen)
NOZZ R,zaman sekarang jangan mudah tertipu soalnya AI itu canggih bngt,neutral,1,0.0,(tidak ada sinyal sentimen)
Ol-syura,🤣🤣,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
llysm,"memang ai, video aslinya kan dia bilang apakah hatus dari uang negara?apakah harus2 dari negara?secqra eksplisit ya mengarah ""membebani negara""",neutral,1,0.0,(tidak ada sinyal sentimen)
Adinda Galoh,Orang kaya Gini kok jadi mentri 😏😏,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
pikacu,cair nih,negative,0,-1.0,neg=['cair'] pos=[] emoji=0.0
Yamaha Hasjrat Abadi Kendari,"Karna videox di potong, ini sama dgn kasus ahok",neutral,1,0.0,(tidak ada sinyal sentimen)
LAWYERPEDIA,DPR DAN MENTERI ADALAH BEBAN NEGARA ( MEREKA PRODUK TIMSES ),negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
riandemek2,intinya sama 😏,negative,0,-1.25,neg=['[intinya sama]'] pos=[] emoji=-0.5
viola,masyarakat lagi ya,neutral,1,0.0,(tidak ada sinyal sentimen)
NeymarJONO,GK tetep pilih yg hoax,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Bang cooky,Pejabat sekarang banyak yg pikun ternyata 😂😂,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
Wilman Saputra,"skrng banyak media2 yg, sudah merubah fakta yaa 🤣
kmren yg kasus Affan, TERLINDAS, padahal di lindas.🤣",negative,0,-0.5,neg=[] pos=[] emoji=-1.0
HAH,bacot,negative,0,-2.0,neg=['[banyak bicara]'] pos=[] emoji=0.0
RADEN SLOW,bahaya nya gara2 Ai jadi fitnah dan kehancuran astaga,negative,0,-2.0,"neg=['bahaya', 'fitnah'] pos=[] emoji=0.0"
Wahyu,"yang dibilang beban negara malah lebih bermanfaat buat negara
Justru DPR tidak berfungsi hama negara",negative,0,-1.0,"neg=['beban', '[beban negara]'] pos=['hama(neg)'] emoji=0.0"
Nova oktaviani,Tah s ieu kdu d demo mah,neutral,1,0.0,(tidak ada sinyal sentimen)
Mhd Mutolib,di bayar 150juta ini kayaknya,neutral,1,0.0,(tidak ada sinyal sentimen)
Peace,bahaya ini hoax,negative,0,-2.0,"neg=['bahaya', 'bohong'] pos=[] emoji=0.0"
WorkingMomGenZ,trus pajak bukan partisipasi dari masyarakat?,neutral,1,0.0,(tidak ada sinyal sentimen)
zahsyyy?,lu setiap hari lu di gaji 3 juta,neutral,1,0.0,(tidak ada sinyal sentimen)
Hid Hid Love,fakta .. ini yg bikin rusuh,negative,0,-1.0,neg=['rusuh'] pos=[] emoji=0.0
ryangarage93,Masyarakat udah bayar pajak terus harus berpartisipasi juga buat bayar guru ? Bloon,neutral,1,0.0,(tidak ada sinyal sentimen)
🇲🇨Ria WK🇲🇨,"haha...ada ada ajha
keren video nyah 😅",positive,2,0.75,neg=[] pos=['keren'] emoji=-0.5
REJANG🚀,Bapak mu hoax,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
yon,di bayar brp?,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
SahabatPena69,Provokator Biang Kerok Bikin Gaduh Rakyat . Prabowo Harus Tegas Jangan Omon-omon doang,negative,0,-2.0,"neg=['provokator', 'gaduh'] pos=[] emoji=0.0"
MADAM UUT,Dpr beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Arz,unfollow,neutral,1,0.0,(tidak ada sinyal sentimen)
Amya akun2,"Apakah ibu tidak diajar guru😱😱
Apa langsung jadi menteri😡😡",negative,0,-1.0,neg=[] pos=[] emoji=-2.0
Apis Singo,malah ini yg di rekrut Jokowi ....BEJAT,negative,0,-2.0,neg=['bejat'] pos=[] emoji=0.0
改訂🕷,eh bentar dia blajar sma siapa?,neutral,1,0.0,(tidak ada sinyal sentimen)
trendella,puas banget smlm di geruduk masaa,neutral,1,0.0,(tidak ada sinyal sentimen)
𝘩𝘢𝘯𝘤𝘶𝘳 𝘩𝘢𝘵𝘪𝘬𝘶 2386,klu guru itu beban negara trus waktu kamu bocah ngapaen sekolah.. uda jadi menteri keuangan jadi beban rakyat🤣🤣,negative,0,-6.5,"neg=['beban', 'beban', '[beban negara]', '[beban rakyat]'] pos=[] emoji=-1.0"
elyarikka66gmail.com,bisa calistung karna jasa guru,positive,2,1.0,neg=[] pos=['[jasa guru]'] emoji=0.0
Hmmmm,wae ah,neutral,1,0.0,(tidak ada sinyal sentimen)
Payungmu☔,"bukannya membela 1 pihak tapi ,dari gerak gerik nya aja udah ketebak itu ai",positive,2,1.0,neg=[] pos=['membela'] emoji=0.0
ant,buzzer,negative,0,-1.0,neg=['buzzer'] pos=[] emoji=0.0
KucingHitam,SAMPAH,neutral,1,0.0,(tidak ada sinyal sentimen)
Neni Apriani,"dia pas kecil sekolah di ajarin siapa?
apa dia gak sekolah?",neutral,1,0.0,(tidak ada sinyal sentimen)
^-^ mull?,ganeng yet,neutral,1,0.0,(tidak ada sinyal sentimen)
CICIAGUSTINE✨️,guru itu beban negara... apakah anda sekarang menjadi orang sukses bukan berkat dari seorang guru... kalo engga ada guru dinegara ini tidak ada orang yang bisa terlahir sukses...justru mereka semua yang jadi beban rakyat negara..bukannya semakin mempermudah rakyat. semakin mempersulit ekonomi rakyat..banyak rakyat yang kesulitan nyari makanan dan pekerjaan yang layak untuk keluarganya..,negative,0,-4.0,"neg=['beban', 'beban', '[beban negara]', '[beban rakyat]'] pos=['sukses', 'sukses'] emoji=0.0"
alifia,koruptor yg ada d DPR apa itu ringankan negara .....,negative,0,-2.0,neg=['koruptor'] pos=[] emoji=0.0
muhmmdzdn,lucu banget,neutral,1,0.0,(tidak ada sinyal sentimen)
andin,gitu bgt cuci tangannya,negative,0,-2.0,neg=['[cuci tangan]'] pos=[] emoji=0.0
Kalebbb_demih,ternyata ada provokator yang bkin negara ini hancur🤣,negative,0,-1.25,neg=['provokator'] pos=[] emoji=-0.5
Azimo,SUDAH TERLAMBAT 😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
HartleyHorsya,banyak orang ² t0/0/ yg ketipu ai,negative,0,-1.0,neg=['ketipu'] pos=[] emoji=0.0
SUTION3,emang sih dari gerakan dia aja agak aneh apalagi suara nya yang lambat terus agak beda gitu benar ternyata dugaan gw kalau itu ai😭,neutral,1,0.0,(tidak ada sinyal sentimen)
dekaqila,"walau kalimat pertama hoax, tapi di video real : ""ini juga salah satu tantangan dari keuangan negara, apakah semuanya harus keuangan negara?"" bukannya secara tersirat artinya sama?😅",negative,0,-2.25,"neg=['bohong', '[artinya sama]'] pos=[] emoji=-0.5"
ueenstore,yg asli kena blurrrr. malah hoax jlassss,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
finna🕷,"kalo gk ada guru bisa apa kau😏.
bisa baca sendiri ka🥱",negative,0,-0.25,neg=[] pos=[] emoji=-0.5
𝗨𝗻𝗰𝗵𝗵𝗵𝗕𝗔𝗡𝗚𝗔𝗕𝗛𝗘𝗟,SETAN,negative,0,-2.0,neg=['setan'] pos=[] emoji=0.0
matic_trail,sei minggat 😂😂,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
mas apen,kmu dulu kecil ya yang ngajari sekolah guru Lolo jadi jangan suka ngatai guru😏,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
thaitea,dah cair kah duitnya?,negative,0,-1.0,neg=['cair'] pos=[] emoji=0.0
wyl🦄,rumah nya dmna ini oy,neutral,1,0.0,(tidak ada sinyal sentimen)
Anisa Nurjanah,"ini katanya acara di ITB, coba anak ITB yang ada diacara itu muncul. katakan yg sebenarnya apa yg beliau katakan🙏.",positive,2,0.5,neg=[] pos=[] emoji=1.0
penikmat tiktok,kalau nggak ada guru mana bisa anda menjadi dpr,neutral,1,0.0,(tidak ada sinyal sentimen)
Indra_Kelana_02,"gaji guru berapa sih,, sampai lu ngatain seperti itu....
inget g ada guru lu pun g akan bisa berdiri di situ😡😡😡",negative,0,-1.5,neg=[] pos=[] emoji=-3.0
Abdura,DPR yg deepFake,neutral,1,0.0,(tidak ada sinyal sentimen)
manis berbisa,"Di Indonesia, DPR itu nggak bisa dibubarkan sembarangan. Demo besar-besaran pun nggak bisa langsung bikin DPR bubar. Presiden juga nggak boleh bubarkan DPR, karena sudah jelas tertulis di UUD 1945 Pasal 7C: “Presiden tidak bisa membekukan atau membubarkan DPR.” Jadi kalau mau benar-benar hapus DPR, caranya cuma satu, yaitu lewat perubahan UUD 1945. Yang bisa ubah UUD itu MPR, isinya gabungan DPR dan DPD.
Masalahnya, proses ubah UUD ini susah banget. Sidang MPR harus dihadiri minimal dua pertiga anggota, dan dari yang hadir, setengah lebih satu orang harus setuju. Karena anggota DPR juga duduk di MPR, otomatis mereka nggak akan gampang setuju kalau DPR mau dibubarkan, soalnya itu bikin mereka kehilangan kursi dan jabatan. Jadi, jalan satu-satunya adalah rakyat kasih tekanan politik yang besar supaya wakil rakyat mau mengubah aturan.
Caranya gimana? Pertama, rakyat bisa bikin tekanan lewat demo damai, petisi, kampanye di media sosial, dan sebagainya. Kedua, pilih calon wakil rakyat di pemilu yang memang mau dukung ide bubarkan DPR. Kalau sudah terpilih, mereka bisa bawa usulan perubahan UUD ke sidang MPR. Kalau mayoritas setuju, barulah DPR bisa resmi dibubarkan dan diganti dengan sistem baru.
Kalau ada yang coba bubarkan DPR di luar jalur ini, misalnya pakai kudeta, kekerasan, atau keputusan sepihak, itu dianggap melanggar konstitusi, nggak sah, dan malah bisa bikin negara masuk krisis politik",neutral,1,0.0,"neg=['sembarangan', 'bubarkan', 'bubarkan'] pos=['bubarkan(neg)', 'damai', 'dukung'] emoji=0.0"
minajinggo,"jika guru beban negara,terus dulu yg mengajari anda sampai bisa menjadi seperti ini apakah bukan guru",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Ben's,"kalo bener itu hoax,, kenapa ga di tangkap penyebar hoax nya",negative,0,-2.0,"neg=['bohong', 'bohong'] pos=[] emoji=0.0"
vijkpl,"@vijkpl:List Rumah yg sudah hancur:
- Sri Mulyani (Mentri)
- Ahmad Syahroni ✅
- Eko Patrio Next ✅
- Uya Kuya Next✅
- Nafa Urbach Next
- Deni Sitorus",neutral,1,0.0,(tidak ada sinyal sentimen)
vijkpl,"@nama panggilan:Alamat Kantor Pusat Kementerian Komunikasi dan Digital (Komdigi) adalah di Jl. Medan Merdeka Barat No. 9, Gambir, Jakarta Pusat, DKI Jakarta 10110",neutral,1,0.0,(tidak ada sinyal sentimen)
venom,buzer😂😂😂,negative,0,-1.75,neg=['buzer'] pos=[] emoji=-1.5
M Ruiy,"dia ngomong gitu ,emngnya anaknya GK sekolah kah?",neutral,1,0.0,(tidak ada sinyal sentimen)
Afrizall,guru2..kapan demo,neutral,1,0.0,(tidak ada sinyal sentimen)
bin,😁😂,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
R.M.L,DI BAYAR BERAPA UNTUK KLARIFIKASI BANG ?,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
DamRiel,"mau bener mau kagak!!!
itu prempuan bukan orang!!!!
selagi mereka duduk di kursi dpr",neutral,1,0.0,(tidak ada sinyal sentimen)
dewi,hoax taiiiii,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
eriedy521,🧐,neutral,1,0.0,(tidak ada sinyal sentimen)
Owner Sadbiy Store,Ini dimana guys rumahnya🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
mutyas,sri mulyani udah dipecat blm ini,neutral,1,0.0,(tidak ada sinyal sentimen)
Muhammad Ridwan,🤣🤣😂😂,negative,0,-1.0,neg=[] pos=[] emoji=-2.0
Robipangestu,caer,neutral,1,0.0,(tidak ada sinyal sentimen)
Diken19,😂😂😂😂,negative,0,-1.0,neg=[] pos=[] emoji=-2.0
toed,tunggu giliranmu bu hatimu sdh tertutup😂😂😂,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Re,udah mulai bayarin media nih,neutral,1,0.0,(tidak ada sinyal sentimen)
nuna_JK,buzzer🤣🤣,negative,0,-1.5,neg=['buzzer'] pos=[] emoji=-1.0
Jeli🫦,Sri mulyani itu beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Whyuu_C`G🤙,DIBAYAR BERAPA NIH BANG JADI BUZZER ?? SEKONGKOL YAA ?? KARNA MENTANG2 AKUN NYA CENTANG BIRU TERUS LU BILANG VIDIO SRI MULYONO ITU HOAX GITU ??? HAHAHA,negative,0,-4.0,"neg=['buzzer', 'bohong', '[bayar berapa]'] pos=[] emoji=0.0"
daniuskalingkoets,iblis anggaran,negative,0,-2.0,neg=['iblis'] pos=[] emoji=0.0
SeleNa GeMes♐,Partisipasi sementara duit untuk memperkaya anggota dpr,neutral,1,0.0,(tidak ada sinyal sentimen)
pencarisesuap,dibayar 250 jt kaka,neutral,1,0.0,(tidak ada sinyal sentimen)
Adellia,he lo bisa jadi sekarang siapa emang kalo bukan guru yg ngajarin coba kalo gk ada guru bisa gk lo baca nulis,neutral,1,0.0,(tidak ada sinyal sentimen)
ytta,wi cairrr,negative,0,-1.0,neg=['cairrr'] pos=[] emoji=0.0
Ruly,150jt nihh😂😂😂,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
wanggg.,CAERRRRRR,neutral,1,0.0,(tidak ada sinyal sentimen)
yes sir,150 cair,negative,0,-1.0,neg=['cair'] pos=[] emoji=0.0
@jangler/gold,info di mna rumah ni orang,neutral,1,0.0,(tidak ada sinyal sentimen)
IMMALIAHDESEMBER♐👑✅,"cirian Tah 🙈🙈sekalian 🫣ko guru JD beban sih mlh anak saya pintar gara2 diajarkn guru😌
ini gmn sih Bu😬🥴",negative,0,-0.25,neg=['beban'] pos=['pintar'] emoji=-0.5
bunda Faiz,d bayar brp lu influencer,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Anton prasetyo,ini menantang bpj dan ibu guru nih,neutral,1,0.0,(tidak ada sinyal sentimen)
imammuzacka,beban negara raimu,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
kontolbercabang,ayok gas demo sri mulya,neutral,1,0.0,(tidak ada sinyal sentimen)
chachaahf,gaji kalian itu kegedean kerja tidur ngabis²in uang aja gak guna😏😏😏,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Ida Uli,kok utk dpr ibu gak tanya apakah semuanya harus ditanggung negara? dor gajinya gueeeedeeee buk!,neutral,1,0.0,(tidak ada sinyal sentimen)
yaskerr382,beban negara maksudnya?,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Ahyoe OeLPiah Sarrie,caiiiir banyak nih,neutral,1,0.0,(tidak ada sinyal sentimen)
lala,oalah sri sriiii... wes bener2 minggat pas tuku trasi kok ndadak balek nehh. minggat oo kono sriiii,neutral,1,0.0,(tidak ada sinyal sentimen)
liszz aja😝🤗,inilah mukaw orng yang munapik,negative,0,-1.0,neg=['munapik'] pos=[] emoji=0.0
@cutieSanti,AI di salah gunakan oleh oknum yg ingin memecah belah negara,neutral,1,0.0,(tidak ada sinyal sentimen)
Teddy Immanuel Siswa,Indonesia sedang di adu domba,negative,0,-2.0,neg=['[adu domba]'] pos=[] emoji=0.0
Elfaz,yg real yg 1,neutral,1,0.0,(tidak ada sinyal sentimen)
BEIDI,hoax pala BPK kau,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
BANG OJI,Lo yg buat beban rakyat,negative,0,-3.0,"neg=['beban', '[beban rakyat]'] pos=[] emoji=0.0"
Chalimah,Habis sahroni target selanjutnya😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Ifad Faqqih,kalo hoax knp dia ngomong seperti itu padahal yang bedan dpr,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Mega Lestari,Sri Mulyani ini sbnrnya beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Sulia Rafita,emang anda jadi seperti ini sekarang bukan melalui didikan guru dulu🧐heran,neutral,1,0.0,(tidak ada sinyal sentimen)
Asmaul husna,seandainya saja negara ini semua orng jujur... pasti aman dan damai... ngak ada yg korupsi👍,positive,2,0.5,"neg=['korupsi'] pos=['jujur', 'damai'] emoji=1.0"
🦖,oo gt @#Putrimirdan🌻,positive,2,0.5,neg=[] pos=[] emoji=1.0
Ri,@Ri:@Ri:TIKTOK GAK BISA LIVE WOOOOOOOOOOOY DI SABOTASE SAMA DPR,neutral,1,0.0,(tidak ada sinyal sentimen)
Futebol De 2 Gunungkencana,"Kalo guru beban negara. kabinet, pemerintah, DPR, MPR di sebut apa? Wakil rakyat?",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
fatih putra cor,"lambemu itu Mulyani,,yang beban negara itu kamu",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
🐰,knp baru bilang hoax.tskut ya,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
icasyan_💞💃🏻,bagi aku yang Beben negara adalah DPR deh 😂😂😂,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Skott_น่ารักนะ,"Wah2, kalau dgn ahli parlimen bagi juta2 rupiah boleh pulak! Takde pula dia nak kata tantangan kewangan negara!",neutral,1,0.0,(tidak ada sinyal sentimen)
ariz fauzi,masa kagujh dpr 3 jta 1 hari anda di didik oleh guru,neutral,1,0.0,(tidak ada sinyal sentimen)
Endibarus,berapa elu kemarin di sogok?,negative,0,-3.0,"neg=['sogok', '[di sogok]'] pos=[] emoji=0.0"
PUCOK GLE,kamu jadi seperti sekarang karna siapa.,neutral,1,0.0,(tidak ada sinyal sentimen)
feb,MAKANNYA APUS APK AI BKIN RESAH,negative,0,-1.0,neg=['resah'] pos=[] emoji=0.0
titik,parahhhhhhhh,neutral,1,0.0,(tidak ada sinyal sentimen)
Ali Akbar,"giliran di serang ,, bilang hoax anjirr 😅 mental korup gini nih ,, mental maling ,, kegep ga ngaku ,, dipikirnya kita semua ga bisa bedain yg real ama fake",negative,0,-7.25,"neg=['bohong', 'anjirr', 'korupsi', 'maling'] pos=[] emoji=-0.5"
T,di bayar 150jt ya 1x post,neutral,1,0.0,(tidak ada sinyal sentimen)
Afrilya,"trus korupsi itu beban apa siiii
anjing banget lahhh",negative,0,-5.0,"neg=['korupsi', 'beban', 'anjing'] pos=[] emoji=0.0"
R.A.ARIFIN AHMAD ROMADHON.,ok,neutral,1,0.0,(tidak ada sinyal sentimen)
Dear.deari,KALO SOAL PAJAK DISAMAKAN DENGAN ZAKAT??,neutral,1,0.0,(tidak ada sinyal sentimen)
Cute Name 💃💃💕,"dibalik aja kata2nya,""Apakah harus keuangan negara untuk mengGaji dosen/guru""yang berarti Fix""Guru adalah beban negara""kata Sri Mulyani🤦mau hoax/real.Its REAL,she said🙃",negative,0,-4.0,"neg=['beban', 'bohong', '[beban negara]'] pos=[] emoji=0.0"
Ryan ok ok,Rumah sahroni sudah di hajar masa,neutral,1,0.0,(tidak ada sinyal sentimen)
MEI WIJAYANTI📍,kakehan cangkem,neutral,1,0.0,(tidak ada sinyal sentimen)
Dr. Id,Terus,neutral,1,0.0,(tidak ada sinyal sentimen)
shela aza,nyen yenye,neutral,1,0.0,(tidak ada sinyal sentimen)
Chloe’sMom,Macam AI la yg cakap guru beban negara tu..,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
haris,PKI benci kecerdasan untuk rakyat,negative,0,-1.0,neg=['benci'] pos=[] emoji=0.0
supra genk📸,lancang sekali ngomong nya yaa,negative,0,-1.0,neg=['lancang'] pos=[] emoji=0.0
Aan Suraan,cair 150 jt,negative,0,-1.0,neg=['cair'] pos=[] emoji=0.0
SAR DEN,cair 150jt bang ?,negative,0,-1.0,neg=['cair'] pos=[] emoji=0.0
jepw🩰,@ˢᵃᵇⁱᵗᵃ @vvavr alah nyocot,negative,0,-1.0,neg=['nyocot'] pos=[] emoji=0.0
AR,entege beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
yusuf 🇯🇵,omongan lu beban rakyat,negative,0,-3.0,"neg=['beban', '[beban rakyat]'] pos=[] emoji=0.0"
YE,lah klw ga ada guru..ga bisa baca orang rada² ya anak² dpr,neutral,1,0.0,(tidak ada sinyal sentimen)
🍑,sri mulyani s nya apa?,neutral,1,0.0,(tidak ada sinyal sentimen)
Cimeng idolamu,jangan membenarkan pendapat yang menurutmu benar tapi belum tentu untuk semua orang benar.... guru itu berperan penting bagi anak2 yg nantinya akan menjadi penerus bangsa.... mikir,neutral,1,0.0,(tidak ada sinyal sentimen)
PinoQ'o,"lo beban masyarakat, lo yang bikin masyarakat sengsara",negative,0,-4.0,"neg=['beban', 'sengsara', '[beban masyarakat]'] pos=[] emoji=0.0"
yudistiraa,Di bayar ini mah jangan percaya bg jeremi polin aja di cht suruh buat vidio di bayar 150jt,neutral,1,0.0,(tidak ada sinyal sentimen)
INTROVERT MELAYU,mulu mu harimaumu,neutral,1,0.0,(tidak ada sinyal sentimen)
INTROVERT MELAYU,kau sadar tidak dulu kau sekolah kuliah lewat mana lwat guru dosen,neutral,1,0.0,(tidak ada sinyal sentimen)
ndy.fathan,TARGET SELANJUTNYA DEMO WANITA PAJAK,neutral,1,0.0,(tidak ada sinyal sentimen)
Putri_semut,terus lu dari TK sampai kuliah siapa yang ngajarrr!!!!,neutral,1,0.0,(tidak ada sinyal sentimen)
popai,tebak di bayar berapa,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
PINTAN🦋,Kowe kui seng beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
PINTAN🦋,@RISTI🌷,positive,2,0.5,neg=[] pos=[] emoji=1.0
Saminah,kl ga ada guru Sri mulyani tidak bisa jadi menrti anjay,negative,0,-2.0,neg=['anjay'] pos=[] emoji=0.0
Maya Sari,guru mh pahlawan tanpa tanda jasa.,positive,2,6.0,"neg=[] pos=['pahlawan', '[pahlawan tanpa tanda jasa]', '[tanpa tanda jasa]'] emoji=0.0"
🦋 zuhana🦋,tampa guru kamu tidak bisa jadi mentri keuangan buk buk jadar dong,neutral,1,0.0,(tidak ada sinyal sentimen)
0823,onn ol,neutral,1,0.0,(tidak ada sinyal sentimen)
1%,Kenapa harus affan yg terlindas KAN MASIH ADA SRI MULYANI🔥,neutral,1,0.0,(tidak ada sinyal sentimen)
R4YTUL_19,tailaso kw,neutral,1,0.0,(tidak ada sinyal sentimen)
ModifiedApp,ITU COCOT MULYANI JELAS NGOMONG KOK HOAX.... 150JUTA UDH MASUK ?,negative,0,-2.0,"neg=['cocot', 'bohong'] pos=[] emoji=0.0"
Rindu Izzah,hadehhhh 😳 mo pakek kacamata kuda kahhh,neutral,1,0.0,(tidak ada sinyal sentimen)
fatmans,bu kalau tak ada guru ibu tdk jadi mentri,neutral,1,0.0,(tidak ada sinyal sentimen)
adem ayem,Jan buk Sri Iki mulai mendooo,neutral,1,0.0,(tidak ada sinyal sentimen)
Afiva Nila,Selma ini kmu jdi orang pintar siapa yg ajarr kmu 😅,positive,2,0.75,neg=[] pos=['pintar'] emoji=-0.5
️,kirain ai tenyata asli,neutral,1,0.0,(tidak ada sinyal sentimen)
Halul Badad,biasa uang adalah raja,neutral,1,0.0,(tidak ada sinyal sentimen)
kurir_balap🚦,150 juta,neutral,1,0.0,(tidak ada sinyal sentimen)
CIHUYYY,Buzzer,negative,0,-1.0,neg=['buzzer'] pos=[] emoji=0.0
🔥Mc Chaw_69🔥,paling SDH di cut 😁😁,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
ashar✨,sudah di bayar 150 jt ni,neutral,1,0.0,(tidak ada sinyal sentimen)
Ahlia Sulaiman,"kalau gitu sama kan aja gaji mu sama guru,
biar sama2 dapat tantangan keuangan negara",neutral,1,0.0,(tidak ada sinyal sentimen)
vanilla,"Yg pas bilang ""beban negara"" itu memang AI guys keliatan beda lebih mulus lebih lambat, kalian juga bisa bikin dengan mudah paling gampang lewat meta di wa masing2 tinggal masukin gambar minta diubah kaya apa, kalo versi video lebih banyak prompt (perintah) nya dan pake aplikasi",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
yan aja,di bayar berapa sama DPR,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Adt,intok 150jt kih?🤣🤣🤣,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
♒ panggil saja aurrrel,"anak bisa pintar punya cita cita tercapai, karena siapa guru kan",positive,2,1.0,neg=[] pos=['pintar'] emoji=0.0
bhudak chadas,inikan titipan si Jokowi 😌di otak nya duitt2 trs apalagi yg mau di pajakin 😌,neutral,1,0.0,(tidak ada sinyal sentimen)
Vaynolla,buzzer !!,negative,0,-1.0,neg=['buzzer'] pos=[] emoji=0.0
RenOo🐣,buzer penerintah🤣🤣🤣,negative,0,-1.75,neg=['buzer'] pos=[] emoji=-1.5
D_rara,👏,positive,2,0.5,neg=[] pos=[] emoji=1.0
aryo,dulu nya Dy GK di didik guru di didik setan mkanya Kya gitu,negative,0,-2.0,neg=['setan'] pos=[] emoji=0.0
GZ.,ini orang banyak bacot,negative,0,-2.0,neg=['[banyak bicara]'] pos=[] emoji=0.0
Depp..,mbien pora sekolah to😳,neutral,1,0.0,(tidak ada sinyal sentimen)
devi kowa 123,asalamwalaikum...Bu maaf saya melihat seorang guru malah udh JD kepala sekolah saya waktu kecil.malah bp kepala sekolah rumah pun ga punya sakitpun ga bisa berobat sampe saya sedih lihatnya.tapi ibu bisa ngomong begitu tanpa guru kita ga bisa JD sekarang ini Bu.😭😭😭,negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
DSG/ardian,udah DPR bubarkan saja,negative,0,-1.0,neg=['bubarkan'] pos=[] emoji=0.0
Aris Wahyu Purwantio,*Bangs**,neutral,1,0.0,(tidak ada sinyal sentimen)
PESAN KHUSUS 📍,"lo bisa kaya gitu dari guru gak ada guru kamu gak jadi apa"" paham",neutral,1,0.0,(tidak ada sinyal sentimen)
Sab 🍉,what???,neutral,1,0.0,(tidak ada sinyal sentimen)
aesthetic (ʘᴗʘ✿),lu pinter perantara siapa ????,positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
sukaagreentea,"guru beban? tanpa guru kita TDK bisa menulis membaca, kocak",negative,0,-2.0,"neg=['beban', '[tanpa guru]'] pos=[] emoji=0.0"
Nelflianti,"kalau bukan krna guru srimulyani gak bisa berdiri di gedung Mentri ,",neutral,1,0.0,(tidak ada sinyal sentimen)
ZENJIWA,kontennya sama haha,neutral,1,0.0,(tidak ada sinyal sentimen)
moms allpadlii,"kamu bisa pinter bisa baca tulis siapa yg ngajar itu karena guru,😏",positive,2,0.75,neg=[] pos=['pinter'] emoji=-0.5
Fendi&gisel,Lambene jan😌,neutral,1,0.0,(tidak ada sinyal sentimen)
purwadinataSanjaya,real anjj bukan AI,neutral,1,0.0,(tidak ada sinyal sentimen)
Rayzecx,Partisipasi Masyarakat! Mannaaaaaaaaa pikirannya buuuu wouy🔥,neutral,1,0.0,(tidak ada sinyal sentimen)
Kingrfh,Di bayar berapa woi?,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Iwan Ridwan,bazeerrr,neutral,1,0.0,(tidak ada sinyal sentimen)
